Accession	Name	Source Database	Type	Integrated Into	Integrated Signatures	GO Terms
IPR000511	Cytochrome c/c1 haem-lyase	interpro	family		PF01265,PS00821,PS00822,PTHR12743	GO:0004408,GO:0005739
IPR000512	Diphtheria toxin (NAD+-dipthamide ADP-ribosyltransferase)	interpro	family		PR00769,PIRSF000490	GO:0047286,GO:0090729,GO:0005615
IPR000514	Glycoside hydrolase, family 39	interpro	family		PF01229,PR00745,PS01027	GO:0004553,GO:0005975
IPR000516	Nickel-dependent hydrogenase b-type cytochrome subunit	interpro	family		PR00161,TIGR02125,PS00882,PS00883	GO:0005506,GO:0009055,GO:0016021
IPR000518	Metallothionein, family 14, prokaryote	interpro	family		PR00859,PF02069	GO:0046872
IPR000522	ABC transporter, permease protein, BtuC-like	interpro	family		PF01032,PTHR30472	GO:0022857,GO:0016020
IPR000526	Auxin-binding protein	interpro	family		PF02041,PR00655,PTHR37236	GO:0010011
IPR000527	Flagellar L-ring protein	interpro	family		PR01008,PF02107,MF_00415,PTHR34933	GO:0003774,GO:0071973,GO:0009427
IPR000528	Plant lipid transfer protein/Par allergen	interpro	family		PR00382,PS00597	GO:0008289,GO:0006869
IPR000529	Ribosomal protein S6	interpro	family		PF01250,PTHR21011,TIGR00166	GO:0003735,GO:0019843,GO:0006412,GO:0005840
IPR000530	Ribosomal protein S12e	interpro	family		PR00972,PS01189,PTHR11843	GO:0003735,GO:0006412,GO:0005840
IPR000533	Tropomyosin	interpro	family		PF00261,PF12718,PR00194,PS00326	
IPR000537	UbiA prenyltransferase family	interpro	family		PF01040	GO:0016765,GO:0016021
IPR000541	Cytoplasmic tRNA 2-thiolation protein 1	interpro	family		TIGR00269,PTHR11807:SF12,MF_03053	GO:0000049,GO:0002098,GO:0034227
IPR000542	Acyltransferase ChoActase/COT/CPT	interpro	family		PTHR22589,PS00439,PS00440	GO:0016746
IPR000544	Octanoyltransferase	interpro	family		TIGR00214,PIRSF016262,MF_00013,cd16444	GO:0033819,GO:0009249
IPR000545	Lactalbumin	interpro	family		PR00136,PTHR11407:SF32	GO:0004461,GO:0005509,GO:0005989
IPR000548	Myelin basic protein	interpro	family		PTHR11429,PR00212,PF01669,PS00569	GO:0019911
IPR000549	Photosystem I PsaG/PsaK protein	interpro	family		PF01241,PS01026	GO:0015979,GO:0009522,GO:0016020
IPR000552	Ribosomal protein L44e	interpro	family		PF00935,MF_01476,PS01172,PTHR10369	GO:0003735,GO:0006412,GO:0005840
IPR000554	Ribosomal protein S7e	interpro	family		PTHR11278,PF01251,PS00948	GO:0003735,GO:0006412,GO:0005840
IPR000556	Glycoside hydrolase, 48F	interpro	family		PR00844,PF02011	GO:0004553,GO:0008810,GO:0030245
IPR000558	Histone H2B	interpro	family		SM00427,PR00621,PTHR23428,PS00357	GO:0003677,GO:0000786
IPR000559	Formate-tetrahydrofolate ligase, FTHFS	interpro	family		PF01268,MF_01543	GO:0004329,GO:0005524
IPR000560	Histidine phosphatase superfamily, clade-2	interpro	family		PF00328,cd07061	
IPR000563	Flagellar assembly protein FliH	interpro	family		PR01003	GO:0003774,GO:0071973,GO:0009288
IPR000565	DNA topoisomerase, type IIA, subunit B	interpro	family		PR01159	GO:0003677,GO:0003918,GO:0005524,GO:0006265
IPR000568	ATP synthase, F0 complex, subunit A	interpro	family		PR00123,PF00119,TIGR01131,MF_01393	GO:0015078,GO:0015986,GO:0045263
IPR000576	LacY/RafB permease family	interpro	family		TIGR00882,PF01306,PR00174	GO:0005351,GO:0008643,GO:0016020
IPR000577	Carbohydrate kinase, FGGY	interpro	family		PIRSF000538	GO:0016773,GO:0005975
IPR000579	Cation-transporting P-type ATPase A/B	interpro	family		PR00940	GO:0019829,GO:0006812,GO:0016021
IPR000580	TSC-22 / Dip / Bun	interpro	family		PF01166,PS01289	GO:0003700,GO:0006355
IPR000581	Dihydroxy-acid/6-phosphogluconate dehydratase	interpro	family		PF00920	GO:0003824
IPR000584	Voltage-dependent calcium channel, L-type, beta subunit	interpro	family		PR01626,PF12052	GO:0005245,GO:0070588,GO:0005891
IPR000586	Somatostatin receptor family	interpro	family		PR00246	GO:0004994,GO:0007186,GO:0016021
IPR000589	Ribosomal protein S15	interpro	family		PF00312,PS00362,SM01387,cd00353	GO:0003735,GO:0006412,GO:0005840
IPR000592	Ribosomal protein S27e	interpro	family		PF01667,PTHR11594,MF_00371,PS01168	GO:0003735,GO:0006412,GO:0005840
IPR000596	Cholecystokinin receptor type A	interpro	family		PR00524	GO:0004951,GO:0007186,GO:0016021
IPR000597	Ribosomal protein L3	interpro	family		PF00297	GO:0003735,GO:0006412,GO:0005840
IPR000599	G protein-coupled receptor 12	interpro	family		PR00650	GO:0016021
IPR000600	ROK family	interpro	family		PF00480,PTHR18964,PS01125	
IPR000603	3A/RNA2 movement protein	interpro	family		PF00803	
IPR000604	Major outer membrane protein, Chlamydia	interpro	family		PR01334,PF01308	GO:0005198,GO:0015288,GO:0009279
IPR000609	7TM GPCR, serpentine receptor class g (Srg)	interpro	family		PR00698,PF02118	GO:0004888,GO:0007606,GO:0016020
IPR000610	5-Hydroxytryptamine 1A receptor	interpro	family		PR00512,PTHR24247:SF20	GO:0004993,GO:0007186,GO:0008283,GO:0042310,GO:0046883,GO:0050795,GO:0005887
IPR000611	Neuropeptide Y receptor family	interpro	family		PR01012	GO:0004983,GO:0007186,GO:0016021
IPR000612	Proteolipid membrane potential modulator	interpro	family		PTHR21659,PF01679,PS01309	GO:0016021
IPR000615	Bestrophin	interpro	family		PTHR10736	
IPR000617	Napin/ Bra allergen	interpro	family		PR00496	GO:0045735
IPR000618	Insect cuticle protein	interpro	family		PF00379,PR00947,PS51155	GO:0042302
IPR000621	Melanocortin 5 receptor	interpro	family		PR01063,PTHR22750:SF5	GO:0004977,GO:0007186,GO:0016021
IPR000622	K/Cl co-transporter 1	interpro	family		PR01082,PTHR11827:SF46	GO:0022857,GO:0006811,GO:0016020
IPR000623	Shikimate kinase/Threonine synthase-like 1	interpro	family		MF_00109,cd00464	
IPR000625	Anti-repression trans-activator protein, REV protein	interpro	family		MF_04077,PF00424	GO:0003700,GO:0006355,GO:0042025
IPR000628	Vasopressin V1B receptor	interpro	family		PR00897	GO:0005000,GO:0007186,GO:0016021
IPR000630	Ribosomal protein S8	interpro	family		PF00410,MF_01302_A,MF_01302_B,PTHR11758,PS00053	GO:0003735,GO:0006412,GO:0005840
IPR000631	ATP-dependent (S)-NAD(P)H-hydrate dehydratase	interpro	family		TIGR00196,PF01256,PS51383,cd01171,MF_01965	GO:0052855
IPR000635	Viral ssDNA-binding protein	interpro	family		PF00747,MF_04007	GO:0003697,GO:0006260,GO:0042025
IPR000638	Gas vesicle protein GvpA	interpro	family		PF00741,MF_00576	GO:0005198,GO:0012506
IPR000639	Epoxide hydrolase-like	interpro	family		PR00412	GO:0003824
IPR000641	CbxX/CfxQ	interpro	family		PR00819	GO:0005524
IPR000643	Iodothyronine deiodinase	interpro	family		PF00837,PTHR11781,PIRSF001330	GO:0004800,GO:0055114
IPR000646	Pre-hexon-linking protein VIII	interpro	family		PF01310,MF_04049	GO:0031423,GO:0019028
IPR000647	CTF transcription factor/nuclear factor 1	interpro	family		PF00859,PTHR11492	GO:0003700,GO:0006355,GO:0005634
IPR000648	Oxysterol-binding protein	interpro	family		PF01237,PTHR10972	
IPR000649	Initiation factor 2B-related	interpro	family		PF01008	GO:0044237
IPR000650	Geminivirus AR1 coat protein	interpro	family		PR00224	GO:0005198,GO:0019028
IPR000652	Triosephosphate isomerase	interpro	family		PF00121,PTHR21139,TIGR00419,PS51440,cd00311	GO:0004807
IPR000653	DegT/DnrJ/EryC1/StrS aminotransferase	interpro	family		PIRSF000390,PF01041,PTHR30244,cd00616	
IPR000654	G-protein alpha subunit, group Q	interpro	family		PR00442	GO:0001664,GO:0003924,GO:0007186
IPR000655	Regulatory protein cro	interpro	family		PR00030,PIRSF003217,PF09048	GO:0003677,GO:0006355
IPR000657	Geminivirus AL3 coat protein	interpro	family		PR00231,PF01407	GO:0016032
IPR000659	Pyridoxamine 5'-phosphate oxidase	interpro	family		PIRSF000190,PTHR10851,TIGR00558,MF_01629	GO:0004733,GO:0010181,GO:0008615
IPR000662	Capsid protein VP1,Polyomavirus	interpro	family		PF00718,PIRSF003376	GO:0005198,GO:0019028
IPR000663	Natriuretic peptide	interpro	family		PR00710,PF00212,SM00183	GO:0005179,GO:0005576
IPR000664	Lethal(2) giant larvae protein	interpro	family		PR00962	
IPR000665	Haemagglutinin/haemagglutinin-neuraminidase, paramyxovirus	interpro	family		PF00423	GO:0046789,GO:0019058,GO:0019031
IPR000667	Peptidase S13, D-Ala-D-Ala carboxypeptidase C	interpro	family		PR00922,PF02113,TIGR00666,PTHR30023	GO:0004185,GO:0006508
IPR000669	Mannitol dehydrogenase	interpro	family		PR00084	GO:0003824,GO:0055114
IPR000670	Urotensin II receptor	interpro	family		PR00647	GO:0001604,GO:0007186,GO:0008217,GO:0097746,GO:0016021
IPR000671	Peptidase A31 family	interpro	family		PR00446,TIGR00072,PF01750,PTHR30302	GO:0008047,GO:0008233
IPR000672	Tetrahydrofolate dehydrogenase/cyclohydrolase	interpro	family		PR00085,MF_01576,PTHR10025	GO:0004488,GO:0055114
IPR000677	2S globulin	interpro	family		PR00551	
IPR000678	Nuclear transition protein 2	interpro	family		PF01254,PS00970,PS00971,PTHR17488	GO:0003677,GO:0007283,GO:0000786,GO:0005634
IPR000680	Borrelia lipoprotein	interpro	family		PF00921	GO:0016020
IPR000681	Beta 3 adrenoceptor	interpro	family		PR00563	GO:0004939,GO:0007186,GO:0007189,GO:0016021
IPR000682	Protein-L-isoaspartate(D-aspartate) O-methyltransferase	interpro	family		PTHR11579,TIGR00080,MF_00090,PS01279	GO:0004719,GO:0006464
IPR000686	Fanconi anaemia group C protein	interpro	family		PF02106,PR00494,PIRSF018417,PTHR16798	GO:0036297,GO:0043240
IPR000688	Hydrogenase maturation factor HypA/HybF	interpro	family		TIGR00100,PF01155,MF_00213,PTHR34535,PIRSF004761	GO:0016151,GO:0051604
IPR000689	Ubiquinone biosynthesis monooxygenase COQ6	interpro	family		MF_03193,TIGR01989	GO:0004497,GO:0055114
IPR000691	Proteinase inhibitor I16, Streptomyces subtilisin-type inhibitor	interpro	family		PR00294,MF_00778	GO:0004867
IPR000692	Fibrillarin	interpro	family		PR00052,PIRSF006540,PF01269,MF_00351,SM01206	GO:0003723,GO:0008168,GO:0006364
IPR000693	Sea anemone toxin	interpro	family		PIRSF001905	GO:0009966,GO:0005576
IPR000696	Peptidase A6, nodavirus coat protein	interpro	family		PR00863,PF01829	GO:0004190,GO:0006508
IPR000698	Arrestin	interpro	family		PR00309,PTHR11792	GO:0007165
IPR000701	Succinate dehydrogenase/fumarate reductase type B, transmembrane subunit	interpro	family		PF01127	GO:0016627
IPR000702	Ribosomal protein L6	interpro	family		PTHR11655,PIRSF002162	GO:0003735,GO:0019843,GO:0006412,GO:0005840
IPR000703	Proenkephalin A	interpro	family		PR01029,PTHR11438:SF3	GO:0007218
IPR000704	Casein kinase II, regulatory subunit	interpro	family		PF01214,PR00472,SM01085,PS01101,PTHR11740	GO:0019887,GO:0005956
IPR000705	Galactokinase	interpro	family		PR00473,TIGR00131,PTHR10457:SF6	GO:0004335,GO:0005524,GO:0006012,GO:0046835
IPR000706	N-acetyl-gamma-glutamyl-phosphate reductase, type 1	interpro	family		TIGR01850,MF_00150	GO:0003942,GO:0006526,GO:0055114
IPR000708	Prostanoid EP1 receptor	interpro	family		PR00580,PTHR11866:SF3	GO:0004957,GO:0007186,GO:0016021
IPR000709	Leu/Ile/Val-binding protein	interpro	family		PR00337	GO:0006865
IPR000710	Peptidase S6, IgA endopeptidase	interpro	family		PF02395,PR00921	GO:0004252,GO:0006508
IPR000711	ATPase, OSCP/delta subunit	interpro	family		PTHR11910,TIGR01145,PF00213,MF_01416,PR00125	GO:0046933,GO:0015986
IPR000714	Equine herpesvirus protein of unknown function	interpro	family		PR00957,PF02053	GO:0008270
IPR000715	Glycosyl transferase, family 4	interpro	family		PF00953,PTHR22926	GO:0008963,GO:0016021
IPR000718	Peptidase M13	interpro	family		PTHR11733,cd08662	GO:0004222,GO:0006508
IPR000720	Peptidylglycine alpha-hydroxylating monooxygenase/peptidyl-hydroxyglycine alpha-amidating lyase	interpro	family		PR00790	GO:0003824,GO:0006518,GO:0016020
IPR000721	Retroviral nucleocapsid protein Gag	interpro	family		PF00607	GO:0016032
IPR000723	G protein-coupled receptor 3/6/12 orphan	interpro	family		PR00644	GO:0016021
IPR000725	Olfactory receptor	interpro	family		PR00245,PF13853	GO:0004984,GO:0007186,GO:0016021
IPR000730	Proliferating cell nuclear antigen, PCNA	interpro	family		PR00339,TIGR00590,MF_00317,PTHR11352:SF0	GO:0003677,GO:0030337,GO:0006275
IPR000732	Rhodopsin	interpro	family		PR00579	GO:0007186,GO:0007602,GO:0016021
IPR000734	Triacylglycerol lipase family	interpro	family		PR00821,PTHR11610	GO:0004806
IPR000735	Alpha 2C adrenoceptor	interpro	family		PR00560,PTHR24248:SF25	GO:0004938,GO:0006940,GO:0007186,GO:0019229,GO:0030168,GO:0016021
IPR000737	Proteinase inhibitor I7, squash	interpro	family		PF00299,PR00293,PS00286,cd00150	GO:0004867
IPR000740	GrpE nucleotide exchange factor	interpro	family		PF01025,PR00773,PTHR21237,MF_01151,PS01071,cd00446	GO:0000774,GO:0042803,GO:0051087,GO:0006457
IPR000741	Fructose-bisphosphate aldolase, class-I	interpro	family		PF00274	GO:0004332,GO:0006096
IPR000743	Glycoside hydrolase, family 28	interpro	family		PF00295,PS00502	GO:0004650,GO:0005975
IPR000744	NSF attachment protein	interpro	family		PR00448,PTHR13768,cd15832	GO:0006886
IPR000748	Pseudouridine synthase, RsuA/RluB/E/F	interpro	family		TIGR00093	GO:0003723,GO:0016866,GO:0001522,GO:0009451
IPR000749	ATP:guanido phosphotransferase	interpro	family		PTHR11547	GO:0004111,GO:0046314
IPR000750	Proenkephalin B	interpro	family		PR01030,PTHR11438:SF4	GO:0007218
IPR000751	M-phase inducer phosphatase	interpro	family		PR00716,PF06617,cd01530	GO:0004725,GO:0006470,GO:1902751
IPR000753	Clusterin-like	interpro	family		PF01093,PTHR10970	
IPR000754	Ribosomal protein S9	interpro	family		PTHR21569,PF00380	GO:0003735,GO:0006412,GO:0005840
IPR000755	D-alanyl-D-alanine dipeptidase	interpro	family		PF01427,MF_01924,PIRSF026671	GO:0008237,GO:0016805,GO:0006508
IPR000758	Virulence-related outer membrane protein	interpro	family		PR00316,PF06316,PS00694,PS00695	GO:0044384
IPR000760	Inositol monophosphatase-like	interpro	family		PF00459,PR00377	GO:0046855
IPR000761	Melanocyte-stimulating hormone receptor	interpro	family		PTHR22750:SF2,PR00536	GO:0004980,GO:0007186,GO:0016021
IPR000762	Midkine heparin-binding growth factor	interpro	family		SM00193,PTHR13850,PR00269	GO:0008083
IPR000763	Catalase-peroxidase haem	interpro	family		TIGR00198,MF_01961,PTHR30555,PR00460	GO:0004096,GO:0004601,GO:0020037,GO:0006979,GO:0055114
IPR000764	Uridine kinase-like	interpro	family		TIGR00235,cd02023	
IPR000766	Galactose-1-phosphate uridyl transferase, class II	interpro	family		TIGR01239,PIRSF006005,MF_00571,PTHR39191	GO:0008108,GO:0006012,GO:0005737
IPR000768	NAD:arginine ADP-ribosyltransferase, ART	interpro	family		PR00970,PF01129,PS01291	GO:0003956,GO:0006471
IPR000769	Regulatory protein Rop	interpro	family		PR00835,PF01815,PIRSF003229	
IPR000771	Fructose-bisphosphate aldolase, class-II	interpro	family		PF01116,TIGR00167,PIRSF001359,PS00806,PS00602,cd00947	GO:0008270,GO:0016832,GO:0005975
IPR000773	Granulocyte-macrophage colony-stimulating factor	interpro	family		PF01109,PR00693,PTHR10059,SM00040,PS00702,cd00040	GO:0005129,GO:0008083,GO:0006955,GO:0005576
IPR000775	Bindin	interpro	family		PF02084,PR00761	GO:0007342
IPR000776	Precursor fusion glycoprotein F0, Paramyxoviridae	interpro	family		PF00523	GO:0019064
IPR000778	Cytochrome b245, heavy chain	interpro	family		PR00466	GO:0016491,GO:0055114,GO:0016020
IPR000779	Interleukin-2	interpro	family		PR00265,PF00715,SM00189	GO:0005134,GO:0008083,GO:0006955,GO:0005576
IPR000781	Enhancer of rudimentary	interpro	family		PTHR12373,PIRSF016393,PF01133,PS01290	
IPR000784	Late protein L2	interpro	family		PF00513,MF_04003	GO:0005198,GO:0019028
IPR000785	Herpsevirus envelope glycoprotein M	interpro	family		PR00333,PF01528,MF_04035	
IPR000786	Green fluorescent protein, GFP	interpro	family		PR01229	GO:0006091
IPR000787	Peptidase M29	interpro	family		PR00919,PF02073	GO:0004177,GO:0006508
IPR000789	Cyclin-dependent kinase, regulatory subunit	interpro	family		PR00296,PF01111,PS00944,PS00945,SM01084	GO:0016538
IPR000791	Acetate transporter GPR1/FUN34/SatP family	interpro	family		PF01184,PS01114	GO:0016021
IPR000794	Beta-ketoacyl synthase	interpro	family		PTHR11712	
IPR000796	Aspartate/other aminotransferase	interpro	family		PTHR11879,PR00799	GO:0008483,GO:0006520
IPR000797	Bunyavirus non-structural protein NS-s	interpro	family		PF01104,PIRSF003954	GO:0016032
IPR000798	Ezrin/radixin/moesin-like	interpro	family		PR00661	GO:0008092
IPR000799	Steroidogenic acute regulatory protein-like	interpro	family		PR00978	GO:0008289
IPR000801	Putative esterase	interpro	family		PF00756	
IPR000802	Arsenical pump membrane protein,  ArsB	interpro	family		PF02040,TIGR00935,PR00758,cd01118	GO:0015105,GO:0015700,GO:0016021
IPR000805	Glycoside hydrolase family 26	interpro	family		PR00739,PTHR40079	GO:0016985,GO:0006080
IPR000806	Rab GDI protein	interpro	family		PR00892	GO:0005093,GO:0015031
IPR000807	Imidazoleglycerol-phosphate dehydratase	interpro	family		PF00475,MF_00076,PTHR23133,cd07914	GO:0004424,GO:0000105
IPR000810	Cannabinoid receptor type 1	interpro	family		PR00522,PIRSF037995,PTHR22750:SF47	GO:0004949,GO:0007186,GO:0016021
IPR000811	Glycosyl transferase, family 35	interpro	family		PIRSF000460,PTHR11468,PF00343	GO:0008184,GO:0005975
IPR000812	Transcription factor TFIIB	interpro	family		PR00685,PTHR11618	GO:0006352,GO:0070897
IPR000813	7Fe ferredoxin	interpro	family		PR00354	GO:0009055
IPR000814	TATA-box binding protein	interpro	family		PR00686,PTHR10126,PF00352,MF_00408	GO:0003677,GO:0006352
IPR000816	Peptidase C15, pyroglutamyl peptidase I	interpro	family		PR00706,PIRSF015592,cd00501	GO:0016920,GO:0006508,GO:0005829
IPR000817	Prion protein	interpro	family		PR00341,SM00157	GO:0051260,GO:0016020
IPR000820	Proto-oncogene Mas	interpro	family		PR00533	GO:0004930,GO:0007186,GO:0016021
IPR000821	Alanine racemase	interpro	family		PR00992,TIGR00492,MF_01201	GO:0008784,GO:0006522
IPR000823	Plant peroxidase	interpro	family		PR00461	GO:0004601,GO:0020037,GO:0006979,GO:0055114
IPR000824	Transcription attenuation protein MtrB	interpro	family		PR00687,MF_00798	GO:0003723,GO:0006353,GO:0006355
IPR000825	SUF system FeS cluster assembly, SufBD	interpro	family		PF01458	GO:0016226
IPR000826	Formyl peptide receptor-related	interpro	family		PTHR24225	GO:0007186,GO:0016021
IPR000828	Monellin, A chain	interpro	family		PR00630	
IPR000829	DAGK family	interpro	family		PF01219,PS01069,PTHR34299	GO:0016301,GO:0008654,GO:0016020
IPR000830	Peripherin/rom-1	interpro	family		PR00218	GO:0007601,GO:0016021
IPR000831	Trp repressor	interpro	family		PF01371	GO:0003700,GO:0006355
IPR000832	GPCR, family 2, secretin-like	interpro	family		PR00249,PF00002	GO:0004930,GO:0007186,GO:0016021
IPR000833	Alpha-amylase inhibitor	interpro	family		PF01356,SM00783,PIRSF001658	GO:0015066
IPR000837	AP-1 transcription factor	interpro	family		PTHR23351,PR00042	GO:0003677,GO:0003700,GO:0006357
IPR000839	Porin, Oms28 type	interpro	family		PR01027,PIRSF020370,PF03532	
IPR000841	Peptidase M23A, B-lytic metalloendopeptidase	interpro	family		PR00933	GO:0004222,GO:0006508
IPR000844	ATP-binding cassette subfamily C member 8	interpro	family		PR01093,PTHR24223:SF187	GO:0005524,GO:0008281,GO:0006813,GO:0016020
IPR000849	Sugar phosphate transporter	interpro	family		PIRSF002808	GO:0022857,GO:0055085,GO:0016021
IPR000850	Adenylate kinase/UMP-CMP kinase	interpro	family		PR00094,PTHR23359,MF_00235,cd01428	GO:0005524,GO:0019205,GO:0006139
IPR000851	Ribosomal protein S5	interpro	family		PTHR13718	GO:0003735,GO:0006412,GO:0005840
IPR000852	Glycoside hydrolase, family 52	interpro	family		PR00845,PF03512	GO:0009044,GO:0005975
IPR000853	Metallothionein, family 6, nematoda	interpro	family		PR00876	
IPR000855	Peptidase C5, adenain	interpro	family		PR00703,MF_04059,PIRSF001218,PF00770	GO:0004197,GO:0006508
IPR000856	Opsin RH3/RH4	interpro	family		PR00577	GO:0007186,GO:0007601,GO:0007602,GO:0016021
IPR000860	Porphobilinogen deaminase	interpro	family		PR00151,TIGR00212,PTHR11557,PIRSF001438,MF_00260	GO:0004418,GO:0033014
IPR000864	Proteinase inhibitor I13, potato inhibitor I	interpro	family		PF00280,PR00292,PS00285,PTHR33091	GO:0004867,GO:0009611
IPR000869	Fungi-IV metallothionein, family 11	interpro	family		PR00874,PF02066	GO:0005507
IPR000870	Homoserine kinase	interpro	family		PIRSF000676,TIGR00191,MF_00384	GO:0004413,GO:0005524,GO:0006566
IPR000871	Beta-lactamase, class-A	interpro	family		PR00118	GO:0008800,GO:0030655,GO:0046677
IPR000872	Tafazzin	interpro	family		PR00979,PTHR12497	GO:0016746,GO:0006644
IPR000874	Bombesin/neuromedin-B/ranatensin peptide family	interpro	family		PF02044,PTHR16866,PS00257	GO:0007218
